tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,retweet_count,favorite_count,image_url,week_day,month,day,time,year,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
892420643555336193,2017-08-01 16:23:56,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10,Phineas,8853.0,39467.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,Tue,Aug,1.0,16:23:56,2017.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,Orange,0.0970486,False,Bagel,0.08585110000000001,False,Banana,0.07611,False
892177421306343426,2017-08-01 00:17:27,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,10,Tilly,6514.0,33819.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Tue,Aug,1.0,00:17:27,2017.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,Papillon,0.0689569,True
891815181378084864,2017-07-31 00:18:03,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,10,Archie,4328.0,25461.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Mon,Jul,31.0,00:18:03,2017.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,Malamute,0.078253,True,Kelpie,0.0313789,True
891689557279858688,2017-07-30 15:58:51,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,10,Darla,8964.0,42908.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Sun,Jul,30.0,15:58:51,2017.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1.0,Paper Towel,0.17027799999999998,False,Labrador Retriever,0.168086,True,Spatula,0.0408359,False
891327558926688256,2017-07-29 16:00:24,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,10,Franklin,9774.0,41048.0,https://pbs.twimg.com/media/DF6hr6AVYAAZ8G8.jpg,Sat,Jul,29.0,16:00:24,2017.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2.0,Basset,0.555712,True,English Springer,0.22577,True,German Short-Haired Pointer,0.175219,True
891087950875897856,2017-07-29 00:08:17,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,10,None,3261.0,20562.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Sat,Jul,29.0,00:08:17,2017.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1.0,Chesapeake Bay Retriever,0.425595,True,Irish Terrier,0.116317,True,Indian Elephant,0.07690219999999999,False
890971913173991426,2017-07-28 16:27:12,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,10,Jax,2158.0,12041.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Fri,Jul,28.0,16:27:12,2017.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1.0,Appenzeller,0.34170300000000003,True,Border Collie,0.199287,True,Ice Lolly,0.193548,False
890729181411237888,2017-07-28 00:22:40,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,10,None,16716.0,56848.0,https://pbs.twimg.com/media/DFyBag_UQAAhhBC.jpg,Fri,Jul,28.0,00:22:40,2017.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2.0,Pomeranian,0.566142,True,Eskimo Dog,0.17840599999999998,True,Pembroke,0.0765069,True
890609185150312448,2017-07-27 16:25:51,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,10,Zoey,4429.0,28226.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Thu,Jul,27.0,16:25:51,2017.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1.0,Irish Terrier,0.487574,True,Irish Setter,0.193054,True,Chesapeake Bay Retriever,0.118184,True
890240255349198849,2017-07-26 15:59:51,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,10,Cassie,7711.0,32467.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Wed,Jul,26.0,15:59:51,2017.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1.0,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True
890006608113172480,2017-07-26 00:31:25,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,7624.0,31166.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Wed,Jul,26.0,00:31:25,2017.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True
889880896479866881,2017-07-25 16:11:53,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,5156.0,28268.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,Tue,Jul,25.0,16:11:53,2017.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French Bulldog,0.377417,True,Labrador Retriever,0.151317,True,Muzzle,0.0829811,False
889665388333682689,2017-07-25 01:55:32,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10,None,8538.0,38818.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Tue,Jul,25.0,01:55:32,2017.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True
889638837579907072,2017-07-25 00:10:02,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10,Ted,4735.0,27672.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,Tue,Jul,25.0,00:10:02,2017.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French Bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire Bullterrier,0.00149818,True
889531135344209921,2017-07-24 17:02:04,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,2321.0,15359.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Mon,Jul,24.0,17:02:04,2017.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden Retriever,0.953442,True,Labrador Retriever,0.0138341,True,Redbone,0.00795775,True
889278841981685760,2017-07-24 00:19:32,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Mon,Jul,24.0,00:19:32,2017.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,2017-07-23 00:22:39,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Sun,Jul,23.0,00:22:39,2017.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden Retriever,0.714719,True,Tibetan Mastiff,0.120184,True,Labrador Retriever,0.105506,True
888804989199671297,2017-07-22 16:56:37,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10,Zeke,4559.0,26080.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Sat,Jul,22.0,16:56:37,2017.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden Retriever,0.46976,True,Labrador Retriever,0.184172,True,English Setter,0.0734817,True
888554962724278272,2017-07-22 00:23:06,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10,Ralphus,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg,Sat,Jul,22.0,00:23:06,2017.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian Husky,0.700377,True,Eskimo Dog,0.166511,True,Malamute,0.111411,True
888078434458587136,2017-07-20 16:49:33,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10,Gerald,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,Thu,Jul,20.0,16:49:33,2017.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French Bulldog,0.995026,True,Pug,0.000931908,True,Bull Mastiff,0.000903211,True
887705289381826560,2017-07-19 16:06:48,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10,Jeffrey,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Wed,Jul,19.0,16:06:48,2017.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
887517139158093824,2017-07-19 03:39:09,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10,such,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Wed,Jul,19.0,03:39:09,2017.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.130432,False,Tow Truck,0.0291754,False,Shopping Cart,0.0263208,False
887343217045368832,2017-07-18 16:08:03,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10,None,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Tue,Jul,18.0,16:08:03,2017.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican Hairless,0.330741,True,Sea Lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,2017-07-18 00:07:08,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10,None,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Tue,Jul,18.0,00:07:08,2017.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo Dog,0.0350295,True,Staffordshire Bullterrier,0.029704700000000007,True
886983233522544640,2017-07-17 16:17:36,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10,Maya,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicKXoAAnSF8.jpg,Mon,Jul,17.0,16:17:36,2017.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False
886736880519319552,2017-07-16 23:58:41,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10,Mingus,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Sun,Jul,16.0,23:58:41,2017.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True
886680336477933568,2017-07-16 20:14:00,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10,Derek,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Sun,Jul,16.0,20:14:00,2017.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441727,False
886366144734445568,2017-07-15 23:25:31,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10,Roscoe,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,Sat,Jul,15.0,23:25:31,2017.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True
886267009285017600,2017-07-15 16:51:35,,12.0,10,None,4.0,117.0,,Sat,Jul,15.0,16:51:35,2017.0,,,,,,,,,,,
886258384151887873,2017-07-15 16:17:19,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10,Waffles,6523.0,28469.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Sat,Jul,15.0,16:17:19,2017.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.943575,True,Shower Cap,0.0252856,False,Siamese Cat,0.00284892,False
886054160059072513,2017-07-15 02:45:48,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",12.0,10,None,108.0,0.0,,Sat,Jul,15.0,02:45:48,2017.0,,,,,,,,,,,
885984800019947520,2017-07-14 22:10:11,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10,Jimbo,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Fri,Jul,14.0,22:10:11,2017.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True
885528943205470208,2017-07-13 15:58:47,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10,Maisey,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Thu,Jul,13.0,15:58:47,2017.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True
885518971528720385,2017-07-13 15:19:09,https://twitter.com/4bonds2carbon/status/885517367337512960,14.0,10,None,3899.0,20788.0,,Thu,Jul,13.0,15:19:09,2017.0,,,,,,,,,,,
885167619883638784,2017-07-12 16:03:00,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10,None,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9pXsAERvps.jpg,Wed,Jul,12.0,16:03:00,2017.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True
884925521741709313,2017-07-12 00:01:00,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10,Earl,16439.0,68152.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Wed,Jul,12.0,00:01:00,2017.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True
884876753390489601,2017-07-11 20:47:12,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10,Lola,6096.0,28514.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Tue,Jul,11.0,20:47:12,2017.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True
884562892145688576,2017-07-11 00:00:02,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10,Kevin,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Tue,Jul,11.0,00:00:02,2017.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True
884441805382717440,2017-07-10 15:58:53,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10,None,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Mon,Jul,10.0,15:58:53,2017.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884247878851493888,2017-07-10 03:08:17,https://twitter.com/kaijohnson_19/status/883965650754039809,13.0,10,None,21298.0,74423.0,,Mon,Jul,10.0,03:08:17,2017.0,,,,,,,,,,,
884162670584377345,2017-07-09 21:29:42,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10,Yogi,3128.0,20771.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Sun,Jul,9.0,21:29:42,2017.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True
883838122936631299,2017-07-09 00:00:04,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10,Noah,3586.0,22349.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Sun,Jul,9.0,00:00:04,2017.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True
883482846933004288,2017-07-08 00:28:19,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,10,Bella,10407.0,46860.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Sat,Jul,8.0,00:28:19,2017.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True
883360690899218434,2017-07-07 16:22:55,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10,Grizzwald,3825.0,22986.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Fri,Jul,7.0,16:22:55,2017.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,2017-07-07 00:17:54,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10,None,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_jW0AEAS94.jpg,Fri,Jul,7.0,00:17:54,2017.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
882992080364220416,2017-07-06 15:58:11,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10,Rusty,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Thu,Jul,6.0,15:58:11,2017.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False
882762694511734784,2017-07-06 00:46:41,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10,Gus,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Thu,Jul,6.0,00:46:41,2017.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True
